"age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","pdays","previous","poutcome","Gender","y"
33,"management","married","tertiary","no",855,"yes","no","cellular",20,"apr",1,235,19,"failure","Unknown","0"
31,"management","single","tertiary","no",163,"yes","yes","cellular",5,"may",1,265,2,"failure","1","0"
24,"technician","single","secondary","no",2284,"yes","no","unknown",17,"jun",3,-1,0,"unknown","0","0"
40,"management","single","tertiary","no",3994,"yes","no","cellular",24,"sep",2,409,2,"success","Unknown","1"
53,"management","married","unknown","no",12241,"no","no","unknown",6,"jun",1,-1,0,"unknown","Unknown","0"
57,"management","married","tertiary","no",847,"yes","yes","cellular",8,"may",1,378,1,"success","Unknown","1"
47,"blue-collar","married","primary","no",354,"yes","no","cellular",11,"may",2,-1,0,"unknown","Unknown","0"
33,"admin.","married","tertiary","no",80,"yes","no","cellular",22,"oct",2,345,2,"failure","Unknown","1"
54,"blue-collar","married","primary","no",3265,"yes","no","telephone",16,"apr",2,314,4,"failure","Unknown","0"
39,"admin.","divorced","secondary","no",115,"no","no","cellular",16,"sep",3,-1,0,"unknown","Unknown","1"
45,"management","single","tertiary","no",4638,"no","no","cellular",29,"jan",11,-1,0,"unknown","Unknown","1"
24,"blue-collar","married","primary","no",682,"yes","no","unknown",16,"may",1,-1,0,"unknown","Unknown","1"
35,"blue-collar","married","primary","no",376,"yes","no","cellular",20,"apr",1,-1,0,"unknown","Unknown","0"
47,"technician","married","secondary","no",1538,"yes","no","cellular",20,"nov",1,180,2,"failure","Unknown","0"
55,"technician","married","secondary","no",0,"yes","yes","cellular",1,"jun",1,90,1,"success","Unknown","0"
32,"blue-collar","married","secondary","no",506,"yes","no","cellular",18,"nov",3,202,2,"failure","Unknown","0"
30,"technician","single","secondary","no",-128,"no","no","cellular",7,"aug",3,-1,0,"unknown","Unknown","0"
48,"admin.","divorced","secondary","no",283,"yes","no","cellular",17,"nov",1,171,2,"success","0","0"
46,"blue-collar","married","secondary","no",448,"yes","no","cellular",14,"may",4,360,1,"failure","Unknown","0"
57,"technician","married","secondary","no",272,"no","yes","telephone",22,"jul",1,-1,0,"unknown","Unknown","0"
34,"admin.","married","secondary","no",0,"yes","no","cellular",10,"feb",1,89,1,"failure","Unknown","1"
51,"management","single","tertiary","yes",-56,"yes","no","cellular",11,"may",2,277,6,"failure","Unknown","0"
37,"admin.","married","secondary","no",2026,"no","no","cellular",27,"may",1,208,1,"success","Unknown","1"
28,"admin.","single","secondary","no",-7,"no","yes","unknown",26,"jun",2,-1,0,"unknown","Unknown","1"
57,"blue-collar","married","primary","no",219,"yes","no","cellular",3,"apr",2,-1,0,"unknown","Unknown","0"
49,"admin.","married","secondary","yes",15,"no","no","unknown",12,"may",5,-1,0,"unknown","Unknown","0"
59,"admin.","married","secondary","no",3810,"no","no","cellular",17,"jun",3,88,6,"success","Unknown","1"
35,"blue-collar","married","secondary","no",1483,"yes","no","cellular",12,"aug",1,178,4,"success","Unknown","1"
30,"management","married","tertiary","no",1221,"yes","no","cellular",18,"nov",2,118,4,"failure","Unknown","0"
30,"blue-collar","single","unknown","no",673,"yes","yes","cellular",18,"may",1,291,4,"success","Unknown","0"
67,"technician","married","secondary","no",0,"no","no","cellular",13,"aug",2,179,1,"success","Unknown","0"
62,"unknown","married","secondary","no",360,"no","no","telephone",7,"sep",1,185,5,"failure","0","0"
31,"management","single","tertiary","no",13371,"yes","no","cellular",6,"feb",1,88,1,"success","Unknown","1"
32,"management","married","tertiary","no",915,"yes","no","cellular",30,"jan",2,2,2,"other","Unknown","0"
45,"blue-collar","single","primary","no",1049,"no","no","cellular",29,"jan",2,-1,0,"unknown","Unknown","0"
40,"admin.","married","secondary","no",539,"yes","yes","unknown",8,"may",3,-1,0,"unknown","Unknown","0"
25,"management","married","tertiary","no",-242,"yes","yes","cellular",18,"may",4,332,4,"other","Unknown","1"
34,"technician","married","secondary","no",23,"no","no","cellular",21,"aug",3,-1,0,"unknown","Unknown","0"
39,"technician","single","tertiary","no",25,"yes","no","cellular",28,"dec",1,208,2,"success","Unknown","1"
29,"technician","married","tertiary","no",875,"yes","no","cellular",12,"jun",7,314,1,"failure","Unknown","0"
27,"management","single","tertiary","no",20997,"no","no","cellular",23,"sep",1,102,1,"success","Unknown","1"
39,"management","divorced","tertiary","no",228,"no","no","cellular",2,"jul",2,88,1,"success","Unknown","1"
53,"management","married","tertiary","no",1293,"yes","no","cellular",16,"apr",1,148,1,"failure","Unknown","0"
26,"technician","single","secondary","no",340,"no","no","cellular",16,"jul",1,-1,0,"unknown","Unknown","1"
44,"admin.","single","secondary","no",1457,"no","no","cellular",10,"nov",1,95,3,"success","Unknown","1"
36,"management","married","tertiary","no",388,"no","no","cellular",21,"nov",2,97,5,"failure","Unknown","0"
35,"blue-collar","married","unknown","no",1237,"no","no","unknown",18,"jun",1,-1,0,"unknown","Unknown","1"
42,"management","married","unknown","no",841,"yes","no","cellular",8,"oct",1,327,1,"other","Unknown","1"
37,"management","married","tertiary","no",1225,"no","no","cellular",14,"aug",2,-1,0,"unknown","Unknown","1"
40,"admin.","married","tertiary","no",1163,"no","no","cellular",26,"oct",2,80,3,"failure","Unknown","0"
46,"management","divorced","tertiary","no",475,"no","no","cellular",10,"mar",1,66,2,"success","Unknown","0"
34,"technician","single","secondary","no",1343,"yes","no","cellular",21,"oct",3,94,10,"success","Unknown","1"
32,"management","married","tertiary","no",3231,"yes","yes","cellular",18,"nov",2,113,1,"failure","Unknown","0"
37,"management","married","tertiary","no",2215,"no","no","cellular",6,"may",2,99,2,"failure","Unknown","1"
33,"technician","single","tertiary","no",107,"yes","yes","telephone",15,"may",4,181,3,"other","Unknown","0"
30,"blue-collar","married","unknown","no",188,"yes","no","unknown",21,"may",3,-1,0,"unknown","Unknown","0"
54,"technician","married","tertiary","no",902,"no","no","cellular",27,"oct",3,563,3,"success","Unknown","1"
31,"admin.","single","secondary","no",85,"yes","no","cellular",23,"apr",2,162,11,"other","Unknown","0"
35,"technician","divorced","tertiary","no",0,"yes","no","unknown",15,"may",1,-1,0,"unknown","Unknown","0"
49,"management","divorced","tertiary","no",4763,"yes","no","cellular",3,"feb",2,231,1,"failure","Unknown","0"
47,"blue-collar","married","secondary","no",273,"yes","no","cellular",8,"may",2,383,1,"failure","0","0"
40,"management","married","tertiary","no",7391,"no","no","telephone",4,"may",1,366,1,"other","Unknown","0"
35,"management","married","tertiary","no",910,"yes","no","unknown",2,"jun",3,-1,0,"unknown","Unknown","1"
27,"management","single","tertiary","no",2539,"no","no","cellular",15,"jul",2,165,2,"other","Unknown","1"
31,"technician","single","tertiary","no",397,"no","no","cellular",7,"aug",6,-1,0,"unknown","Unknown","0"
33,"management","married","tertiary","no",6643,"yes","no","cellular",11,"jan",1,353,1,"other","Unknown","1"
35,"management","married","tertiary","no",3217,"yes","yes","cellular",17,"apr",1,-1,0,"unknown","Unknown","0"
37,"management","married","tertiary","no",0,"no","no","cellular",16,"jul",2,180,3,"success","Unknown","1"
47,"blue-collar","married","primary","no",145,"no","no","unknown",17,"jun",1,-1,0,"unknown","Unknown","0"
42,"management","married","tertiary","no",249,"no","no","cellular",9,"dec",7,185,4,"success","Unknown","1"
27,"management","single","secondary","no",1561,"yes","no","cellular",7,"jul",3,-1,0,"unknown","Unknown","0"
36,"blue-collar","married","primary","no",49,"yes","no","cellular",15,"may",2,354,5,"other","Unknown","0"
44,"blue-collar","married","secondary","no",269,"yes","no","unknown",19,"may",5,-1,0,"unknown","Unknown","0"
45,"admin.","married","secondary","no",1034,"yes","no","telephone",4,"feb",1,256,1,"failure","0","0"
52,"blue-collar","married","tertiary","no",282,"yes","no","unknown",7,"may",1,-1,0,"unknown","Unknown","0"
38,"management","divorced","tertiary","no",-205,"yes","no","cellular",18,"may",3,-1,0,"unknown","Unknown","0"
31,"technician","married","secondary","no",102,"yes","no","unknown",13,"may",13,-1,0,"unknown","0","0"
47,"blue-collar","married","secondary","no",3864,"no","no","cellular",12,"feb",2,175,4,"other","Unknown","1"
52,"blue-collar","married","primary","no",127,"no","no","unknown",23,"may",4,-1,0,"unknown","Unknown","0"
57,"blue-collar","married","secondary","no",0,"yes","no","cellular",14,"may",5,-1,0,"unknown","Unknown","0"
34,"management","married","tertiary","no",8,"yes","no","telephone",5,"nov",1,-1,0,"unknown","Unknown","0"
27,"technician","single","secondary","no",755,"yes","no","cellular",5,"may",1,-1,0,"unknown","1","0"
59,"blue-collar","married","primary","no",6334,"yes","no","cellular",25,"aug",5,-1,0,"unknown","1","0"
46,"technician","married","secondary","no",3,"yes","yes","cellular",12,"may",3,-1,0,"unknown","Unknown","1"
44,"blue-collar","married","secondary","no",3029,"yes","no","cellular",20,"apr",2,156,3,"failure","Unknown","0"
45,"management","married","tertiary","no",2309,"yes","no","cellular",11,"jul",2,-1,0,"unknown","0","0"
31,"technician","married","secondary","no",1205,"no","no","cellular",21,"nov",4,-1,0,"unknown","Unknown","0"
51,"admin.","single","secondary","no",1954,"no","no","unknown",18,"jun",2,-1,0,"unknown","0","1"
26,"admin.","single","secondary","no",2509,"no","no","cellular",27,"may",3,92,3,"success","Unknown","1"
60,"admin.","married","secondary","no",4174,"yes","no","cellular",1,"oct",2,94,12,"other","Unknown","0"
24,"technician","single","secondary","no",586,"no","no","cellular",12,"may",1,178,2,"success","Unknown","1"
28,"technician","single","secondary","no",800,"yes","no","cellular",15,"may",1,364,2,"failure","Unknown","0"
41,"blue-collar","married","secondary","no",714,"yes","no","unknown",15,"may",2,-1,0,"unknown","Unknown","0"
52,"blue-collar","married","secondary","no",993,"no","yes","cellular",3,"feb",1,47,3,"success","Unknown","1"
52,"technician","married","tertiary","no",2506,"no","no","cellular",8,"jul",1,150,1,"other","0","1"
51,"blue-collar","married","primary","no",2338,"no","no","cellular",7,"aug",2,-1,0,"unknown","Unknown","0"
41,"blue-collar","married","secondary","no",0,"yes","no","cellular",11,"may",3,-1,0,"unknown","Unknown","0"
32,"management","single","tertiary","no",1710,"no","no","cellular",8,"apr",1,-1,0,"unknown","Unknown","1"
36,"blue-collar","single","secondary","no",40,"yes","no","cellular",27,"aug",3,484,4,"success","Unknown","1"
39,"blue-collar","married","secondary","no",4939,"yes","no","cellular",12,"may",2,326,6,"failure","Unknown","0"
43,"technician","married","secondary","no",7561,"yes","no","cellular",11,"aug",2,-1,0,"unknown","Unknown","0"
69,"technician","married","tertiary","no",496,"no","no","cellular",29,"jul",1,267,1,"failure","Unknown","1"
30,"blue-collar","married","primary","no",2504,"no","no","unknown",12,"may",2,-1,0,"unknown","Unknown","0"
36,"technician","divorced","secondary","no",659,"yes","yes","cellular",3,"apr",1,128,1,"other","Unknown","0"
39,"blue-collar","married","secondary","no",118,"yes","no","unknown",30,"may",3,-1,0,"unknown","Unknown","0"
34,"technician","married","secondary","no",384,"yes","no","cellular",6,"sep",2,831,1,"other","Unknown","0"
51,"admin.","married","secondary","no",3086,"no","no","cellular",7,"may",1,363,1,"other","Unknown","1"
36,"technician","married","secondary","no",1538,"no","no","cellular",29,"jan",2,192,8,"failure","Unknown","0"
30,"technician","married","secondary","no",9,"no","no","cellular",21,"aug",2,-1,0,"unknown","Unknown","0"
31,"technician","single","tertiary","no",917,"no","no","cellular",4,"sep",1,91,1,"success","0","1"
43,"blue-collar","married","primary","no",-103,"yes","yes","cellular",12,"may",2,323,3,"other","1","0"
37,"technician","married","secondary","no",283,"yes","no","unknown",9,"may",2,-1,0,"unknown","Unknown","0"
34,"management","married","tertiary","no",1510,"yes","no","cellular",7,"may",1,-1,0,"unknown","Unknown","0"
35,"blue-collar","married","secondary","no",1831,"yes","no","cellular",13,"may",2,354,2,"failure","Unknown","0"
49,"technician","married","secondary","no",914,"no","no","cellular",12,"aug",1,66,1,"success","Unknown","0"
47,"management","single","tertiary","no",6784,"no","no","cellular",8,"jul",1,420,2,"failure","Unknown","1"
46,"blue-collar","married","unknown","no",-625,"yes","no","unknown",28,"may",1,-1,0,"unknown","1","0"
50,"admin.","married","secondary","no",3716,"yes","no","cellular",13,"nov",2,205,2,"success","Unknown","1"
53,"management","married","tertiary","no",3555,"yes","no","cellular",5,"aug",2,179,2,"other","Unknown","1"
36,"technician","married","tertiary","no",210,"no","no","cellular",29,"jan",1,119,3,"failure","Unknown","1"
41,"admin.","married","tertiary","no",1,"yes","no","telephone",18,"may",2,361,3,"failure","Unknown","1"
42,"management","married","tertiary","no",353,"yes","no","cellular",3,"aug",2,-1,0,"unknown","Unknown","1"
51,"blue-collar","married","primary","no",3764,"no","no","telephone",9,"mar",3,183,6,"success","Unknown","1"
40,"management","married","tertiary","no",-30,"no","no","unknown",8,"may",2,-1,0,"unknown","Unknown","0"
31,"management","married","tertiary","no",1384,"no","no","cellular",30,"apr",1,88,3,"success","Unknown","1"
34,"admin.","single","secondary","no",3160,"no","no","cellular",15,"may",8,324,13,"failure","Unknown","0"
49,"technician","married","secondary","no",749,"no","no","unknown",17,"jun",7,-1,0,"unknown","1","0"
43,"technician","married","secondary","no",481,"no","no","cellular",20,"aug",2,-1,0,"unknown","Unknown","0"
43,"blue-collar","married","secondary","no",392,"yes","no","unknown",14,"sep",1,813,3,"other","Unknown","0"
27,"unknown","single","secondary","no",1140,"no","no","telephone",26,"feb",1,99,1,"failure","1","1"
54,"admin.","divorced","secondary","no",876,"yes","no","unknown",19,"may",1,-1,0,"unknown","Unknown","0"
46,"blue-collar","married","secondary","no",64,"yes","no","cellular",12,"may",1,346,3,"failure","Unknown","0"
44,"management","married","tertiary","no",264,"yes","yes","cellular",11,"may",2,291,3,"failure","Unknown","0"
35,"technician","single","secondary","no",-86,"yes","no","cellular",15,"may",1,361,1,"failure","Unknown","0"
51,"admin.","married","secondary","no",415,"yes","yes","cellular",16,"jul",5,188,2,"failure","Unknown","0"
29,"admin.","single","secondary","no",308,"yes","no","cellular",18,"may",4,292,1,"failure","Unknown","0"
46,"blue-collar","married","secondary","no",451,"no","no","cellular",8,"aug",5,-1,0,"unknown","Unknown","0"
41,"technician","single","secondary","no",612,"no","no","telephone",4,"jun",3,-1,0,"unknown","Unknown","0"
25,"admin.","single","secondary","no",492,"yes","no","cellular",15,"may",1,382,3,"failure","Unknown","1"
32,"blue-collar","married","secondary","no",-654,"yes","no","cellular",18,"may",7,359,1,"other","Unknown","0"
36,"admin.","married","tertiary","no",1099,"yes","no","cellular",29,"sep",1,249,2,"failure","Unknown","0"
52,"management","married","tertiary","no",3886,"yes","no","unknown",19,"jun",4,-1,0,"unknown","Unknown","0"
34,"admin.","single","secondary","no",639,"yes","no","cellular",29,"jan",1,247,2,"failure","Unknown","0"
30,"blue-collar","married","primary","no",384,"yes","no","unknown",19,"may",1,-1,0,"unknown","Unknown","0"
32,"blue-collar","married","secondary","no",90,"yes","no","telephone",8,"may",4,344,2,"failure","Unknown","0"
